person_id,source_position_id,page_number,district,settlement,allowance_status,arrival_year,age,legal_status_norm,family_status_norm,marriage_status_norm,occupation_norm,comments,notes_raw
P002435,1-09-050-0074,177,Александровский,Арково II,TRUE,,5,Сын поселенца,Сын,,,,РГБ № 5436
P002436,1-09-050-0075,177,Александровский,Арково II,TRUE,,3,Сын поселенца,Сын,,,,РГБ № 4552
P002443,1-09-051-0082,178,Александровский,Арково II,TRUE,,4,Дочь ссыльнокаторжного,Незаконнорожденная дочь,,,386,РГБ № 5396
P002464,1-11-055-0006,179,Александровский,Арково III,TRUE,,4,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 4019
P002468,1-11-057-0010,180,Александровский,Арково III,TRUE,,6,Сын ссыльнокаторжного,Сын,,,,РГБ № 4357
P002469,1-11-057-0011,180,Александровский,Арково III,TRUE,,4,Сын ссыльнокаторжного,Сын,,,,РГБ № 5335
P002473,1-11-058-0015,180,Александровский,Арково III,TRUE,,4,Сын поселенца,Сын,,,,РГБ № 5334
P002485,1-11-061-0027,181,Александровский,Арково III,TRUE,,5,Дочь поселенца,Дочь,,,,РГБ № 4293
P002489,1-11-062-0031,181,Александровский,Арково III,TRUE,,6,Дочь поселенца,Незаконнорожденная дочь,,,6,РГБ № 4332
P002490,1-11-062-0032,181,Александровский,Арково III,TRUE,,2,Дочь поселенца,Незаконнорожденная дочь,,,7,РГБ № 5736
P002507,1-12-005-0014,182,Александровский,Мгачи,TRUE,,42,Ссыльнокаторжный,Хозяин,,,,РГБ № 6215
P002508,1-12-005-0015,182,Александровский,Мгачи,TRUE,,31,Ссыльнокаторжная,Сожительница,,,,РГБ № 6216
P002516,1-12-009-0023,182,Александровский,Мгачи,TRUE,,37,Ссыльнокаторжная,Сожительница,,,,РГБ № 6223
P002533,1-13-017-0005,183,Александровский,Танги,TRUE,,38,Ссыльнокаторжный,Хозяин,Вдов,Рыбак,,РГБ № 6238
P002536,1-13-018-0008,183,Александровский,Танги,TRUE,,,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 6240
P002541,1-13-019-0013,183,Александровский,Танги,TRUE,,,Ссыльнокаторжный,Хозяин,,Рыбак; Каюр,,РГБ № 6242
P002545,1-14-021-0002,184,Александровский,Хоэ,TRUE,,38,Ссыльнокаторжная,Жена,Женат на Сахалине,,,РГБ № 6246
P002548,1-14-022-0005,184,Александровский,Хоэ,TRUE,,47,Ссыльнокаторжный,Хозяин,Женат на родине,Охотник,,РГБ № 6247
P002552,1-14-023-0009,184,Александровский,Хоэ,TRUE,,28,Ссыльнокаторжная,Сожительница,,,,РГБ № 6250
P002556,1-14-025-0013,184,Александровский,Хоэ,TRUE,,,Ссыльнокаторжная,Сожительница,,,,РГБ № 6254
P002565,1-14-029-0022,184,Александровский,Хоэ,TRUE,,31,Ссыльнокаторжная,Сожительница,,,,РГБ № 6262
P002566,1-14-030-0023,184,Александровский,Хоэ,TRUE,,33,Ссыльнокаторжная,Хозяйка,,,,РГБ № 6263
P002572,1-14-031-0029,185,Александровский,Хоэ,TRUE,,30,Ссыльнокаторжная,Сожительница,,,,РГБ № 6366
P002574,1-14-032-0031,185,Александровский,Хоэ,TRUE,,,Ссыльнокаторжная,Сожительница,,,,РГБ № 6268
P002575,1-15-034-0001,185,Александровский,Трамбаус,TRUE,,,Ссыльнокаторжный,Хозяин,,,,РГБ № 6369
P002578,1-15-035-0004,185,Александровский,Трамбаус,TRUE,,,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 6371
P002582,1-16-037-0002,185,Александровский,Виахты,TRUE,,35,Ссыльнокаторжная,Сожительница,,,,РГБ № 6375
P002584,1-16-038-0004,185,Александровский,Виахты,TRUE,,36,Ссыльнокаторжная,Сожительница,,,,РГБ № 6377
P002586,1-16-039-0006,186,Александровский,Виахты,TRUE,,31,Ссыльнокаторжная,Сожительница,,,,РГБ № 6379
P002588,1-16-040-0008,186,Александровский,Виахты,TRUE,,38,Ссыльнокаторжная,Сожительница,,,,РГБ № 6381
P002590,1-16-041-0010,186,Александровский,Виахты,TRUE,,,Ссыльнокаторжная,Сожительница,,,,РГБ № 6383
P002592,1-16-042-0012,186,Александровский,Виахты,TRUE,,,Ссыльнокаторжный,Хозяин,Женат на родине,Охотник; Каюр,,РГБ № 6384
P002603,1-17-048-0006,186,Александровский,Ванги,TRUE,,,Ссыльнокаторжная,Сожительница,,,,РГБ № 6391
P002606,1-17-049-0009,187,Александровский,Ванги,TRUE,,,Ссыльнокаторжная,Сожительница,,,,РГБ № 6393
P002617,1-18-002-0007,187,Александровский,Пост Дуэ,TRUE,,30,Ссыльнокаторжный,Жилец,,,У Иванова.5,РГАЛИ № 39
P002641,1-18-008-0031,189,Александровский,Пост Дуэ,TRUE,,,Ссыльнокаторжный,Хозяин,,,167 124,РГАЛИ № 56
P002642,1-18-008-0032,189,Александровский,Пост Дуэ,TRUE,,35,Ссыльнокаторжный,Жилец,,,,РГАЛИ № 57
P002643,1-18-008-0033,189,Александровский,Пост Дуэ,TRUE,,38,Ссыльнокаторжный,Жилец,Женат на родине,,,РГАЛИ № 58
P002644,1-18-008-0034,189,Александровский,Пост Дуэ,TRUE,,38,Ссыльнокаторжная,Жена,Женат на родине,,,РГАЛИ № 2
P002647,1-18-009-0037,189,Александровский,Пост Дуэ,TRUE,,7,Сын поселенца,Сын,,,,РГБ № 3964
P002648,1-18-010-0038,189,Александровский,Пост Дуэ,TRUE,,28,Ссыльнокаторжный,Хозяин,Женат на Сахалине,,,РГАЛИ № 61
P002649,1-18-010-0039,189,Александровский,Пост Дуэ,TRUE,,,Ссыльнокаторжная,Жена,Женат на Сахалине,,,РГАЛИ № 62
P002722,1-18-030-0112,194,Александровский,Пост Дуэ,TRUE,,3,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,367,РГБ № 5257
P002727,1-18-031-0117,194,Александровский,Пост Дуэ,TRUE,,4,Сын поселенца,Сын,,,,РГБ № 5324
P002740,1-18-034-0130,195,Александровский,Пост Дуэ,TRUE,,5,Дочь поселки,Незаконнорожденная дочь,,,370,РГБ № 5453
P002741,1-18-035-0131,195,Александровский,Пост Дуэ,TRUE,,40,Ссыльнокаторжный,Хозяин,,,,РГАЛИ № 172
P002754,1-18-038-0144,196,Александровский,Пост Дуэ,TRUE,,29,Ссыльнокаторжный,Хозяин,,,,РГАЛИ № 184
P002768,1-18-000-0158,196,Александровский,Пост Дуэ,TRUE,,45,Поселенец,Жилец,Женат на родине,,,РГАЛИ № 193
P002771,1-18-000-0161,197,Александровский,Пост Дуэ,TRUE,,0,Сын рядового,Сын,,,,РГБ № 4831
P002777,1-18-000-0167,197,Александровский,Пост Дуэ,TRUE,,3,Свободного состояния,Сын,,,,РГБ № 4549
P002778,1-18-000-0168,197,Александровский,Пост Дуэ,TRUE,,1,Свободного состояния,Сын,,,,РГБ № 4796
P002781,1-18-000-0171,197,Александровский,Пост Дуэ,TRUE,,1,Свободного состояния,Дочь,,,,РГБ № 5581
P002782,1-18-000-0172,197,Александровский,Пост Дуэ,TRUE,,25,Рядовой,Совладелец,Женат на родине,,,РГАЛИ № 205
P002783,1-18-000-0173,197,Александровский,Пост Дуэ,TRUE,,23,Свободного состояния,Жена,Женат на родине,,,РГАЛИ № 206
P002810,1-18-000-0200,199,Александровский,Пост Дуэ,TRUE,,0,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 3940
P002813,1-18-000-0203,199,Александровский,Пост Дуэ,TRUE,,4,Дочь ссыльнокаторжного,Дочь,,,В Хабаровке,РГБ № 4018
P002820,1-18-000-0210,200,Александровский,Пост Дуэ,TRUE,,1,Сын ссыльнокаторжного,Сын,,,,РГБ № 4958
P002844,1-18-000-0234,201,Александровский,Пост Дуэ,TRUE,,3,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5282
P002845,1-18-000-0235,201,Александровский,Пост Дуэ,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5575
P002860,1-18-000-0250,202,Александровский,Пост Дуэ,TRUE,,1,Свободного состояния,Дочь,,,,РГБ № 5574
P002876,1-18-000-0266,203,Александровский,Пост Дуэ,TRUE,,3,Сын ссыльнокаторжного,Сын,,,,РГБ № 4548
P002880,1-18-000-0270,203,Александровский,Пост Дуэ,TRUE,,6,Сын ссыльнокаторжной,Незаконнорожденный сын,,,357,РГБ № 4341
P002904,2-19-010-0020,224,Тымовский,Верхний Армудан,TRUE,,3,Дочь поселенца,Дочь,,,1,РГБ № 5279
P002909,2-19-011-0025,224,Тымовский,Верхний Армудан,TRUE,,3,Дочь поселки,Незаконнорожденная дочь,,,25 459,РГБ № 5268
P002912,2-19-011-0028,224,Тымовский,Верхний Армудан,TRUE,,7,Дочь поселки,Приемная дочь,,,28 460. Из Рыковского,РГБ № 4399
P002920,2-19-013-0036,225,Тымовский,Верхний Армудан,TRUE,,29,Ссыльнокаторжный,Жилец,Женат на родине,,37,РГБ № 2743
P002953,2-19-027-0069,227,Тымовский,Верхний Армудан,TRUE,,7,Сын поселенца,Сын,,,72,РГБ № 3968
P002954,2-19-027-0070,227,Тымовский,Верхний Армудан,TRUE,,1,Сын поселенца,Сын,,,73,РГБ № 4956
P002967,2-19-033-0083,228,Тымовский,Верхний Армудан,TRUE,,11,Дочь поселки,Незаконнорожденная дочь,,,86 462,РГБ № 3991
P002974,2-19-036-0090,228,Тымовский,Верхний Армудан,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,93 463,РГБ № 4910
P003005,2-19-051-0121,230,Тымовский,Верхний Армудан,TRUE,,4,Дочь поселки,Незаконнорожденная дочь,,,124 46 4,РГБ № 5358
P003006,2-19-051-0122,230,Тымовский,Верхний Армудан,TRUE,,2,Сын поселки,Незаконнорожденный сын,,,125 465,РГБ № 5695
P003012,2-19-053-0128,230,Тымовский,Верхний Армудан,TRUE,,3,Сын ссыльнокаторжной,Незаконнорожденный сын,,,131 466,РГБ № 5221
P003022,2-19-057-0138,231,Тымовский,Верхний Армудан,TRUE,,4,Сын ссыльнокаторжной,Незаконнорожденный сын,,,141 468,РГБ № 5346
P003035,2-19-063-0151,231,Тымовский,Верхний Армудан,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,154 469,РГБ № 5524
P003059,2-19-076-0175,233,Тымовский,Верхний Армудан,TRUE,,6,Сын поселки,Незаконнорожденный сын,,,178 471,РГБ № 4339
P003080,2-20-010-0021,234,Тымовский,Нижний Армудан,TRUE,,29,Ссыльнокаторжная,Сожительница,Вдов,,22,РГБ № 4996
P003089,2-20-014-0030,235,Тымовский,Нижний Армудан,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,31 452,РГБ № 5738
P003111,2-20-024-0052,236,Тымовский,Нижний Армудан,TRUE,,3,Сын ссыльнокаторжной,Незаконнорожденный сын,,,53 453,РГБ № 4743
P003112,2-20-024-0053,236,Тымовский,Нижний Армудан,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,54 454,РГБ № 4093
P003114,2-20-025-0055,236,Тымовский,Нижний Армудан,TRUE,,36,Ссыльнокаторжная,Сожительница,Холост,,56,РГБ № 5027
P003115,2-20-025-0056,236,Тымовский,Нижний Армудан,TRUE,,3,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,57 455,РГБ № 4604
P003116,2-20-025-0057,236,Тымовский,Нижний Армудан,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,58 456,РГБ № 5106
P003121,2-20-028-0062,236,Тымовский,Нижний Армудан,TRUE,,25,Ссыльнокаторжная,Жена,Женат на Сахалине,,63,РГБ № 5032
P003122,2-20-028-0063,237,Тымовский,Нижний Армудан,TRUE,,5,Сын ссыльнокаторжной,Незаконнорожденный сын,,,64 457,РГБ № 4017
P003123,2-20-028-0064,237,Тымовский,Нижний Армудан,TRUE,,3,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,65 458,РГБ № 5267
P003127,2-20-030-0068,237,Тымовский,Нижний Армудан,TRUE,,45,Ссыльнокаторжная,Жена,Женат на Сахалине,,69,РГБ № 5036
P003133,2-20-034-0074,237,Тымовский,Нижний Армудан,TRUE,,34,Ссыльнокаторжная,Сожительница,Вдов,,4,РГБ № 5042
P003230,2-21-046-0077,243,Тымовский,Дербинское,TRUE,,46,Крестьянка из ссыльных,Сожительница,Вдов,,Богадельщица,РГБ № 2123
P003234,2-21-047-0081,243,Тымовский,Дербинское,TRUE,,4,Сын поселенца,Сын,,,,РГБ № 5342
P003235,2-21-047-0082,243,Тымовский,Дербинское,TRUE,,2,Дочь поселки,Дочь,,,,РГБ № 4507
P003246,2-21-052-0093,243,Тымовский,Дербинское,TRUE,,40,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2133
P003248,2-21-053-0095,244,Тымовский,Дербинское,TRUE,,53,Поселенец,Хозяин,Женат на родине,Рыбак,,РГБ № 2135
P003263,2-21-062-0110,244,Тымовский,Дербинское,TRUE,,0,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 3800
P003270,2-21-080-0117,245,Тымовский,Дербинское,TRUE,,3,Дочь поселки,Незаконнорожденная дочь,,,525,РГБ № 5270
P003271,2-21-081-0118,245,Тымовский,Дербинское,TRUE,,29,Ссыльнокаторжный,Хозяин,Холост,,,РГБ № 2154
P003274,2-21-082-0121,245,Тымовский,Дербинское,TRUE,,2,Дочь поселенца,Дочь,,,,РГБ № 5791
P003275,2-21-082-0122,245,Тымовский,Дербинское,TRUE,,1,Сын поселенца,Сын,,,,РГБ № 4863
P003276,2-21-083-0123,245,Тымовский,Дербинское,TRUE,,45,Крестьянин из ссыльных,,Женат на Сахалине,Младший надзиратель,,РГБ № 2157
P003281,2-21-083-0128,246,Тымовский,Дербинское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5602
P003284,2-21-084-0131,246,Тымовский,Дербинское,TRUE,,9,Дочь поселенца,Дочь,,,,РГБ № 4236
P003285,2-21-084-0132,246,Тымовский,Дербинское,TRUE,,6,Сын поселенца,Сын,,,,РГБ № 4336
P003287,2-21-084-0134,246,Тымовский,Дербинское,TRUE,,2,Дочь поселенца,Дочь,,,,РГБ № 5790
P003300,2-21-090-0147,247,Тымовский,Дербинское,TRUE,,30,Ссыльнокаторжный,Хозяин,Вдов,,Жена умерла на Сахалине6,РГБ № 2173
P003309,2-21-093-0156,247,Тымовский,Дербинское,TRUE,,29,Запасной рядовой,Жилец,Холост,Старший надзиратель,,РГБ № 2181
P003341,2-21-103-0188,249,Тымовский,Дербинское,TRUE,,2,Дочь поселенца,Дочь,,,,РГБ № 5789
P003349,2-21-105-0196,250,Тымовский,Дербинское,TRUE,,7,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,522,РГБ № 400
P003368,2-21-115-0215,251,Тымовский,Дербинское,TRUE,,12,Дочь ссыльнокаторжной,Дочь,,,,РГБ № 3987
P003369,2-21-115-0216,251,Тымовский,Дербинское,TRUE,,10,Сын ссыльнокаторжной,Незаконнорожденный сын,,,519,РГБ № 4441
P003430,2-21-136-0277,254,Тымовский,Дербинское,TRUE,,2,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5792
P003431,2-21-136-0278,254,Тымовский,Дербинское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5603
P003435,2-21-138-0282,255,Тымовский,Дербинское,TRUE,,23,Поселенец,Хозяин,,,,РГБ № 2264
P003439,2-21-141-0286,255,Тымовский,Дербинское,TRUE,,0,Сын ссыльнокаторжного,Сын,,,,РГБ № 4194
P003440,2-21-141-0287,255,Тымовский,Дербинское,TRUE,,0,Сын ссыльнокаторжного,Сын,,,близнец,РГБ № 4124
P003449,2-21-148-0296,255,Тымовский,Дербинское,TRUE,,30,Поселенец,Хозяин,,,,РГБ № 2275
P003463,2-21-155-0310,256,Тымовский,Дербинское,TRUE,,0,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 3803
P003470,2-21-162-0317,256,Тымовский,Дербинское,TRUE,,55,Ссыльнокаторжный,Хозяин,Вдов,,,РГБ № 2294
P003471,2-21-163-0318,257,Тымовский,Дербинское,TRUE,,35,Ссыльнокаторжный,Хозяин,Вдов,,,РГБ № 2295
P003472,2-21-164-0319,257,Тымовский,Дербинское,TRUE,,42,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2296
P003474,2-21-165-0321,257,Тымовский,Дербинское,TRUE,,33,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2298
P003477,2-21-167-0324,257,Тымовский,Дербинское,TRUE,,37,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2300
P003487,2-21-170-0334,257,Тымовский,Дербинское,TRUE,,,Ссыльнокаторжная,Сожительница,,,,РГБ № 2308
P003489,2-21-171-0336,257,Тымовский,Дербинское,TRUE,,37,Поселка,Сожительница,,,,РГБ № 2310
P003492,2-21-172-0339,257,Тымовский,Дербинское,TRUE,,,Ссыльнокаторжная,Сожительница,,,,РГБ № 2312
P003494,2-21-173-0341,258,Тымовский,Дербинское,TRUE,,33,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2314
P003499,2-21-177-0346,258,Тымовский,Дербинское,TRUE,,29,Поселенец,Хозяин,Женат на родине,,,РГБ № 2319
P003501,2-21-177-0348,258,Тымовский,Дербинское,TRUE,,2,Дочь поселенца,Дочь,,,,РГБ № 5742
P003502,2-21-177-0349,258,Тымовский,Дербинское,TRUE,,0,Сын поселенца,Сын,,,,РГБ № 4179
P003511,2-21-181-0358,258,Тымовский,Дербинское,TRUE,,35,Ссыльнокаторжный,Совладелец,Женат на родине,,,РГБ № 2328
P003540,2-21-195-0387,260,Тымовский,Дербинское,TRUE,,31,Поселенец,Хозяин,,,,РГБ № 2351
P003545,2-21-197-0392,260,Тымовский,Дербинское,TRUE,,31,Ссыльнокаторжный,Хозяин,,,,РГБ № 2355
P003547,2-21-197-0394,260,Тымовский,Дербинское,TRUE,,26,Поселенец,Совладелец,Женат на родине,,,РГБ № 2356
P003550,2-21-198-0397,260,Тымовский,Дербинское,TRUE,,52,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2358
P003564,2-21-204-0411,261,Тымовский,Дербинское,TRUE,,49,Поселенец,Хозяин,Женат на родине,,,РГБ № 2369
P003569,2-21-206-0416,261,Тымовский,Дербинское,TRUE,,29,Поселенец,Хозяин,,,,РГБ № 2372
P003571,2-21-208-0418,261,Тымовский,Дербинское,TRUE,,30,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2374
P003579,2-21-211-0426,261,Тымовский,Дербинское,TRUE,,26,Поселенец,Хозяин,,,,РГБ № 2379
P003580,2-21-211-0427,262,Тымовский,Дербинское,TRUE,,49,Ссыльнокаторжный,Совладелец,Холост,,,РГБ № 2380
P003583,2-21-213-0430,262,Тымовский,Дербинское,TRUE,,,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2383
P003589,2-21-216-0436,262,Тымовский,Дербинское,TRUE,,27,Ссыльнокаторжный,Совладелец,Женат на родине,,,РГБ № 2389
P003597,2-21-220-0444,262,Тымовский,Дербинское,TRUE,,20,Ссыльнокаторжная,Сожительница,,,,РГБ № 7161
P003601,2-21-222-0448,263,Тымовский,Дербинское,TRUE,,52,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2399
P003608,2-21-226-0455,263,Тымовский,Дербинское,TRUE,,28,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2406
P003612,2-21-227-0459,263,Тымовский,Дербинское,TRUE,,46,Ссыльнокаторжный,Совладелец,Женат на родине,,,РГБ № 2409
P003617,2-21-230-0464,263,Тымовский,Дербинское,TRUE,,30,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2414
P003620,2-21-231-0467,263,Тымовский,Дербинское,TRUE,,29,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2416
P003623,2-21-232-0470,264,Тымовский,Дербинское,TRUE,,38,Поселенец,Хозяин,,,,РГБ № 2418
P003633,2-21-239-0480,264,Тымовский,Дербинское,TRUE,,51,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2427
P003636,2-21-240-0483,264,Тымовский,Дербинское,TRUE,,35,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2429
P003641,2-21-243-0488,265,Тымовский,Дербинское,TRUE,,28,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2434
P003653,2-21-250-0500,265,Тымовский,Дербинское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5558
P003663,2-21-254-0510,266,Тымовский,Дербинское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5559
P003666,2-21-256-0513,266,Тымовский,Дербинское,TRUE,,3,Сын поселенца,Сын,,,,РГБ № 5217
P003669,2-21-259-0516,266,Тымовский,Дербинское,TRUE,,5,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 4004
P003670,2-21-259-0517,266,Тымовский,Дербинское,TRUE,,2,Сын ссыльнокаторжного,Сын,,,,РГБ № 5643
P003673,2-21-260-0520,267,Тымовский,Дербинское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5560
P003676,2-21-261-0523,267,Тымовский,Дербинское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,,РГБ № 4859
P003679,2-21-265-0526,267,Тымовский,Дербинское,TRUE,,2,Сын поселенца,Сын,,,,РГБ № 5644
P003685,2-21-267-0532,267,Тымовский,Дербинское,TRUE,,7,Сын ссыльнокаторжного,Сын,,,,РГБ № 3969
P003686,2-21-267-0533,267,Тымовский,Дербинское,TRUE,,2,Сын ссыльнокаторжного,Сын,,,,РГБ № 5645
P003689,2-21-268-0536,268,Тымовский,Дербинское,TRUE,,1,Дочь поселенца,Дочь,,,,РГБ № 5561
P003692,2-21-269-0539,268,Тымовский,Дербинское,TRUE,,1,Сын поселенца,Сын,,,,РГБ № 4858
P003695,2-21-270-0542,268,Тымовский,Дербинское,TRUE,,3,Сын поселенца,Сын,,,,РГБ № 5164
P003696,2-21-270-0543,268,Тымовский,Дербинское,TRUE,,1,Сын поселенца,Сын,,,,РГБ № 4857
P003697,2-21-271-0544,268,Тымовский,Дербинское,TRUE,,50,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2474
P003700,2-21-272-0547,268,Тымовский,Дербинское,TRUE,,44,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2476
P003703,2-21-273-0550,268,Тымовский,Дербинское,TRUE,,23,Поселенец,Хозяин,Женат на родине,,,РГБ № 2478
P003706,2-21-275-0553,268,Тымовский,Дербинское,TRUE,,54,Поселенец,Хозяин,Женат на родине,,,РГБ № 2480
P003709,2-21-276-0556,269,Тымовский,Дербинское,TRUE,,38,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2482
P003713,2-21-277-0560,269,Тымовский,Дербинское,TRUE,,49,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2484
P003716,2-21-278-0563,269,Тымовский,Дербинское,TRUE,,41,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2486
P003720,2-21-279-0567,269,Тымовский,Дербинское,TRUE,,30,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2488
P003721,2-21-279-0568,269,Тымовский,Дербинское,TRUE,,30,Ссыльнокаторжная,Жена,Женат на родине,,,РГБ № 2489
P003723,2-21-280-0570,269,Тымовский,Дербинское,TRUE,,38,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2490
P003725,2-21-281-0572,269,Тымовский,Дербинское,TRUE,,47,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2492
P003729,2-21-282-0576,270,Тымовский,Дербинское,TRUE,,51,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2494
P003731,2-21-283-0578,270,Тымовский,Дербинское,TRUE,,33,Поселенец,Хозяин,,,,РГБ № 2496
P003732,2-21-284-0579,270,Тымовский,Дербинское,TRUE,,47,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2497
P003734,2-21-285-0581,270,Тымовский,Дербинское,TRUE,,27,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2499
P003737,2-21-286-0584,270,Тымовский,Дербинское,TRUE,,36,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2501
P003739,2-21-287-0586,270,Тымовский,Дербинское,TRUE,,37,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2503
P003742,2-21-288-0589,270,Тымовский,Дербинское,TRUE,,28,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2505
P003745,2-21-289-0592,271,Тымовский,Дербинское,TRUE,,39,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2507
P003748,2-21-290-0595,271,Тымовский,Дербинское,TRUE,,50,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2509
P003750,2-21-291-0597,271,Тымовский,Дербинское,TRUE,,39,Поселенец,Хозяин,Женат на родине,,,РГБ № 2511
P003754,2-21-292-0601,271,Тымовский,Дербинское,TRUE,,37,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2513
P003756,2-21-295-0603,271,Тымовский,Дербинское,TRUE,,29,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2515
P003759,2-21-296-0606,271,Тымовский,Дербинское,TRUE,,40,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2517
P003762,2-21-297-0609,271,Тымовский,Дербинское,TRUE,,30,Поселенец,Хозяин,Женат на родине,,,РГБ № 2519
P003765,2-21-298-0612,272,Тымовский,Дербинское,TRUE,,25,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2521
P003769,2-21-299-0616,272,Тымовский,Дербинское,TRUE,,30,Поселенец,Хозяин,Женат на родине,,,РГБ № 2523
P003772,2-21-300-0619,272,Тымовский,Дербинское,TRUE,,30,Поселенец,Хозяин,Женат на родине,,,РГБ № 2525
P003775,2-21-301-0622,272,Тымовский,Дербинское,TRUE,,26,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2527
