person_id,source_position_id,page_number,district,settlement,allowance_status,arrival_year,age,legal_status_norm,family_status_norm,marriage_status_norm,occupation_norm,comments,notes_raw
P003778,2-21-302-0625,272,Тымовский,Дербинское,TRUE,,38,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2529
P003780,2-21-304-0627,272,Тымовский,Дербинское,TRUE,,35,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 2531
P003786,2-22-001-0001,273,Тымовский,Воскресенское,TRUE,,35,Поселенец,Хозяин,,,,РГБ № 2534
P003788,2-22-002-0003,273,Тымовский,Воскресенское,TRUE,,31,Поселенец,Хозяин,,,,РГБ № 2536
P003789,2-22-003-0004,273,Тымовский,Воскресенское,TRUE,,25,Поселенец,Хозяин,,,,РГБ № 2537
P003791,2-22-004-0006,273,Тымовский,Воскресенское,TRUE,,30,Поселенец,Хозяин,,,,РГБ № 2539
P003792,2-22-004-0007,273,Тымовский,Воскресенское,TRUE,,46,Поселенец,Совладелец,,,,РГБ № 2540
P003793,2-22-005-0008,273,Тымовский,Воскресенское,TRUE,,47,Поселенец,Хозяин,Вдов,,,РГБ № 2541
P003795,2-22-006-0010,273,Тымовский,Воскресенское,TRUE,,60,Поселенец,Совладелец,,,,РГБ № 2543
P003796,2-22-007-0011,273,Тымовский,Воскресенское,TRUE,,33,Поселенец,Хозяин,Холост,,,РГБ № 2544
P003798,2-22-008-0013,273,Тымовский,Воскресенское,TRUE,,53,Поселенец,Хозяин,Вдов,,,РГБ № 2546
P003800,2-22-009-0015,273,Тымовский,Воскресенское,TRUE,,35,Поселенец,Хозяин,Холост,,,РГБ № 2548
P003801,2-22-009-0016,274,Тымовский,Воскресенское,TRUE,,36,Поселенец,Совладелец,Холост,,,РГБ № 2549
P003802,2-22-010-0017,274,Тымовский,Воскресенское,TRUE,,33,Поселенец,Хозяин,,,,РГБ № 2550
P003803,2-22-011-0018,274,Тымовский,Воскресенское,TRUE,,33,Поселенец,Хозяин,Женат на родине,,,РГБ № 2551
P003804,2-22-011-0019,274,Тымовский,Воскресенское,TRUE,,28,Поселенец,Совладелец,Женат на родине,,,РГБ № 2552
P003805,2-22-012-0020,274,Тымовский,Воскресенское,TRUE,,46,Поселенец,Хозяин,,,,РГБ № 2553
P003806,2-22-012-0021,274,Тымовский,Воскресенское,TRUE,,45,Поселенец,Совладелец,,,,РГБ № 2554
P003807,2-22-013-0022,274,Тымовский,Воскресенское,TRUE,,31,Поселенец,Хозяин,Холост,,,РГБ № 2555
P003808,2-22-013-0023,274,Тымовский,Воскресенское,TRUE,,36,Поселенец,Совладелец,,,,РГБ № 2556
P003811,2-22-015-0026,274,Тымовский,Воскресенское,TRUE,,40,Поселенец,Хозяин,,,,РГБ № 2559
P003814,2-22-016-0029,274,Тымовский,Воскресенское,TRUE,,35,Поселенец,Совладелец,,,,РГБ № 2562
P003815,2-22-017-0030,274,Тымовский,Воскресенское,TRUE,,50,Поселенец,Хозяин,,,,РГБ № 2563
P003821,2-22-019-0036,275,Тымовский,Воскресенское,TRUE,,25,Ссыльнокаторжная,Сожительница,,,,РГБ № 2569
P003837,2-22-027-0052,275,Тымовский,Воскресенское,TRUE,,38,Ссыльнокаторжная,Сожительница,,,,РГБ № 2584
P003840,2-22-028-0055,276,Тымовский,Воскресенское,TRUE,,35,Поселенец,Совладелец,,,,РГБ № 2587
P003841,2-22-029-0056,276,Тымовский,Воскресенское,TRUE,,45,Поселенец,Хозяин,,,,РГБ № 2588
P003846,2-22-031-0061,276,Тымовский,Воскресенское,TRUE,,29,Ссыльнокаторжная,Сожительница,,,,РГБ № 2593
P003848,2-22-032-0063,276,Тымовский,Воскресенское,TRUE,,28,Поселенец,Хозяин,,,,РГБ № 2595
P003853,2-22-035-0068,276,Тымовский,Воскресенское,TRUE,,44,Поселенец,Совладелец,Холост,,,РГБ № 2600
P003871,2-22-050-0086,277,Тымовский,Воскресенское,TRUE,,28,Поселенец,Хозяин,,,,РГБ № 2618
P003882,2-22-057-0097,278,Тымовский,Воскресенское,TRUE,,38,Поселенец,Хозяин,,,,РГБ № 2629
P003885,2-22-059-0100,278,Тымовский,Воскресенское,TRUE,,42,Поселенец,Хозяин,,,,РГБ № 2632
P003896,2-22-066-0111,278,Тымовский,Воскресенское,TRUE,,67,Поселенец,Хозяин,Женат на родине,,,РГБ № 2643
P003904,2-22-071-0119,279,Тымовский,Воскресенское,TRUE,,36,Поселенец,Хозяин,Женат на родине,,,РГБ № 2651
P003906,2-22-072-0121,279,Тымовский,Воскресенское,TRUE,,30,Поселенец,Хозяин,Женат на родине,,,РГБ № 2653
P003910,2-22-073-0125,279,Тымовский,Воскресенское,TRUE,,24,Ссыльнокаторжная,Сожительница,,,,РГБ № 2657
P003918,2-22-078-0133,279,Тымовский,Воскресенское,TRUE,,38,Поселенец,Хозяин,Холост,,,РГБ № 2665
P003920,2-22-079-0135,279,Тымовский,Воскресенское,TRUE,,22,Ссыльнокаторжная,Сожительница,,,,РГБ № 2667
P003927,2-22-083-0142,280,Тымовский,Воскресенское,TRUE,,,Поселенец,Хозяин,,,,РГБ № 2674
P003928,2-22-083-0143,280,Тымовский,Воскресенское,TRUE,,35,Поселенец,Совладелец,,,,РГБ № 2675
P003937,2-22-088-0152,280,Тымовский,Воскресенское,TRUE,,21,Поселенец,Хозяин,,,,РГБ № 2684а
P003938,2-22-088-0153,280,Тымовский,Воскресенское,TRUE,,41,Поселенец,Совладелец,Холост,,,РГБ № 2685
P003941,2-22-089-0156,280,Тымовский,Воскресенское,TRUE,,2,Дочь поселки,Незаконнорожденная дочь,,,472,РГБ № 5739
P003943,2-22-091-0158,280,Тымовский,Воскресенское,TRUE,,37,Поселенец,Хозяин,Женат на родине,,,РГБ № 2688
P003944,2-22-091-0159,280,Тымовский,Воскресенское,TRUE,,27,Поселенец,Совладелец,Женат на родине,,,РГБ № 2689
P003948,2-22-093-0163,281,Тымовский,Воскресенское,TRUE,,36,Ссыльнокаторжный,Совладелец,Холост,,,РГБ № 2693
P003949,2-22-094-0164,281,Тымовский,Воскресенское,TRUE,,28,Поселенец,Хозяин,Женат на родине,,,РГБ № 2694
P003950,2-22-094-0165,281,Тымовский,Воскресенское,TRUE,,22,Поселенец,Совладелец,Холост,,,РГБ № 2695
P003952,2-22-095-0167,281,Тымовский,Воскресенское,TRUE,,46,Поселенец,Совладелец,,,,РГБ № 2697
P003969,2-23-001-0001,282,Тымовский,Усково,TRUE,,23,Поселенец,Хозяин,Холост,,,РГБ № 3035
P003970,2-23-001-0002,282,Тымовский,Усково,TRUE,,28,Поселенец,Совладелец,,,,РГБ № 3036
P003971,2-23-002-0003,282,Тымовский,Усково,TRUE,,27,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 3037
P003973,2-23-002-0005,282,Тымовский,Усково,TRUE,,35,Ссыльнокаторжный,Совладелец,Вдов,,,РГБ № 3039
P003974,2-23-003-0006,282,Тымовский,Усково,TRUE,,50,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 3040
P003978,2-23-004-0010,282,Тымовский,Усково,TRUE,,53,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 3042
P003980,2-23-004-0012,283,Тымовский,Усково,TRUE,,33,Ссыльнокаторжный,Совладелец,Женат на родине,,,РГБ № 3044
P003983,2-23-005-0015,283,Тымовский,Усково,TRUE,,38,Поселенец,Совладелец,Женат на родине,,,РГБ № 3047
P003984,2-23-006-0016,283,Тымовский,Усково,TRUE,,24,Поселенец,Хозяин,,,,РГБ № 3048
P003985,2-23-006-0017,283,Тымовский,Усково,TRUE,,29,Поселенец,Совладелец,,,,РГБ № 3049
P003986,2-23-007-0018,283,Тымовский,Усково,TRUE,,49,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 3050
P003988,2-23-007-0020,283,Тымовский,Усково,TRUE,,38,Ссыльнокаторжный,Совладелец,Женат на родине,,,РГБ № 3052
P003991,2-23-008-0023,283,Тымовский,Усково,TRUE,,38,Поселенец,Хозяин,,,,РГБ № 3054
P003992,2-23-008-0024,283,Тымовский,Усково,TRUE,,29,Поселенец,Совладелец,,,,РГБ № 3055
P003993,2-23-009-0025,283,Тымовский,Усково,TRUE,,53,Ссыльнокаторжный,Хозяин,Женат на родине,,,РГБ № 3056
P003996,2-23-009-0028,283,Тымовский,Усково,TRUE,,37,Ссыльнокаторжный,Совладелец,Женат на родине,,,РГБ № 3058
P003999,2-23-010-0031,283,Тымовский,Усково,TRUE,,50,Поселенец,Хозяин,Женат на родине,,,РГБ № 3060
P004000,2-23-010-0032,284,Тымовский,Усково,TRUE,,50,Поселенец,Совладелец,,,,РГБ № 3061
P004001,2-23-011-0033,284,Тымовский,Усково,TRUE,,51,Поселенец,Хозяин,Холост,,,РГБ № 3062
P004002,2-23-012-0034,284,Тымовский,Усково,TRUE,,26,Поселенец,Хозяин,,,,РГБ № 3063
P004003,2-23-012-0035,284,Тымовский,Усково,TRUE,,30,Поселенец,Совладелец,,,,РГБ № 3064
P004004,2-23-013-0036,284,Тымовский,Усково,TRUE,,25,Поселенец,Хозяин,Холост,,,РГБ № 3065
P004005,2-23-014-0037,284,Тымовский,Усково,TRUE,,40,Поселенец,Хозяин,,,,РГБ № 3066
P004006,2-23-014-0038,284,Тымовский,Усково,TRUE,,26,Поселенец,Совладелец,,,,РГБ № 3067
P004009,2-23-016-0041,284,Тымовский,Усково,TRUE,,48,Поселенец,Совладелец,Женат на родине,,,РГБ № 3070
P004010,2-23-017-0042,284,Тымовский,Усково,TRUE,,25,Поселенец,Хозяин,,,,РГБ № 3071
P004011,2-23-017-0043,284,Тымовский,Усково,TRUE,,38,Поселенец,Совладелец,Женат на родине,,,РГБ № 3072
P004012,2-23-018-0044,284,Тымовский,Усково,TRUE,,28,Поселенец,Хозяин,Холост,,,РГБ № 3073
P004013,2-23-018-0045,284,Тымовский,Усково,TRUE,,29,Поселенец,Совладелец,Холост,,,РГБ № 3074
P004014,2-23-019-0046,284,Тымовский,Усково,TRUE,,33,Поселенец,Хозяин,Женат на родине,,,РГБ № 3075
P004015,2-23-019-0047,284,Тымовский,Усково,TRUE,,35,Поселенец,Совладелец,Женат на родине,,,РГБ № 3076
P004017,2-23-021-0049,284,Тымовский,Усково,TRUE,,29,Поселенец,Хозяин,,,,РГБ № 3078
P004018,2-23-021-0050,284,Тымовский,Усково,TRUE,,27,Поселенец,Совладелец,Холост,,,РГБ № 3079
P004019,2-23-022-0051,284,Тымовский,Усково,TRUE,,40,Поселенец,Хозяин,Холост,,,РГБ № 3080
P004020,2-23-023-0052,284,Тымовский,Усково,TRUE,,34,Поселенец,Хозяин,Женат на родине,,,РГБ № 3081
P004021,2-23-024-0053,284,Тымовский,Усково,TRUE,,44,Поселенец,Хозяин,,,,РГБ № 3082
P004022,2-23-025-0054,285,Тымовский,Усково,TRUE,,28,Поселенец,Хозяин,Холост,,,РГБ № 3083
P004023,2-23-025-0055,285,Тымовский,Усково,TRUE,,27,Поселенец,Совладелец,Холост,,,РГБ № 3084
P004024,2-23-026-0056,285,Тымовский,Усково,TRUE,,28,Поселенец,Хозяин,Холост,,,РГБ № 3085
P004025,2-23-027-0057,285,Тымовский,Усково,TRUE,,36,Поселенец,Хозяин,Вдов,,,РГБ № 3086
P004026,2-23-027-0058,285,Тымовский,Усково,TRUE,,28,Поселенец,Совладелец,,,,РГБ № 3087
P004027,2-23-028-0059,285,Тымовский,Усково,TRUE,,29,Поселенец,Хозяин,Холост,,,РГБ № 3088
P004028,2-23-028-0060,285,Тымовский,Усково,TRUE,,40,Ссыльнокаторжная,Сожительница,,,,РГБ № 3089
P004029,2-23-029-0061,285,Тымовский,Усково,TRUE,,22,Поселенец,Хозяин,,,,РГБ № 3090
P004030,2-23-030-0062,285,Тымовский,Усково,TRUE,,23,Поселенец,Хозяин,,,,РГБ № 3091
P004031,2-23-031-0063,285,Тымовский,Усково,TRUE,,27,Поселенец,Хозяин,Женат на родине,,,РГБ № 3092
P004032,2-23-032-0064,285,Тымовский,Усково,TRUE,,27,Поселенец,Хозяин,Холост,,,РГБ № 3093
P004033,2-23-033-0065,285,Тымовский,Усково,TRUE,,23,Поселенец,Хозяин,Холост,,,РГБ № 3094
P004034,2-23-033-0066,285,Тымовский,Усково,TRUE,,35,Поселенец,Совладелец,Вдов,,,РГБ № 3095
P004035,2-23-034-0067,285,Тымовский,Усково,TRUE,,35,Поселенец,Хозяин,Женат на родине,,,РГБ № 3096
P004036,2-23-034-0068,285,Тымовский,Усково,TRUE,,37,Поселенец,Совладелец,Женат на родине,,,РГБ № 3097
P004063,2-24-007-0027,287,Тымовский,Рыковское,TRUE,,2,Дочь поселенца,Дочь,,,29,РГБ № 5783
P004077,2-24-011-0041,288,Тымовский,Рыковское,TRUE,,3,Дочь поселенца,Дочь,,,49,РГБ № 5233
P004094,2-24-015-0058,289,Тымовский,Рыковское,TRUE,,3,Сын поселенца,Сын,,,67,РГБ № 4532
P004095,2-24-015-0059,289,Тымовский,Рыковское,TRUE,,1,Дочь поселенца,Дочь,,,68,РГБ № 5518
P004108,2-24-018-0072,290,Тымовский,Рыковское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,81,РГБ № 5599
P004114,2-24-019-0078,290,Тымовский,Рыковское,TRUE,,2,Дочь поселенца,Дочь,,,88,РГБ № 5782
P004117,2-24-020-0081,290,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжного,Сын,,,91,РГБ № 4618
P004146,2-24-027-0110,292,Тымовский,Рыковское,TRUE,,10,Дочь поселенца,Дочь,,,124,РГБ № 4491
P004147,2-24-027-0111,292,Тымовский,Рыковское,TRUE,,8,Сын поселенца,Сын,,,125,РГБ № 4481
P004148,2-24-027-0112,292,Тымовский,Рыковское,TRUE,,5,Дочь поселенца,,,,126,РГБ № 4276а
P004149,2-24-027-0113,292,Тымовский,Рыковское,TRUE,,4,Сын поселенца,,,,127,РГБ № 5309
P004150,2-24-027-0114,292,Тымовский,Рыковское,TRUE,,1,Дочь поселенца,Дочь,,,"свободных -10. Хозяев мужчин 26, женщин 1. Совладельцев мужчин 14, женщин 1. Женаты на родине 44, из них живут с сожителем 28, в сожительстве 7. 1378 537 841 1378",РГБ № 5601
P004172,2-24-033-0136,293,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,151,РГБ № 4903
P004181,2-24-035-0145,294,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,160,РГБ № 4904
P004199,2-24-039-0163,295,Тымовский,Рыковское,TRUE,,11,,Приемная дочь,,,176 215,РГБ № 4257
P004226,2-24-044-0190,296,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,206 218,РГБ № 5680
P004231,2-24-045-0195,297,Тымовский,Рыковское,TRUE,,3,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,211 219,РГБ № 5247
P004242,2-24-049-0206,297,Тымовский,Рыковское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,222,РГБ № 5596
P004288,2-24-061-0252,300,Тымовский,Рыковское,TRUE,,,Поселенец,Жилец,,,269,РГБ № 1224
P004333,2-24-069-0297,302,Тымовский,Рыковское,TRUE,,24,Ссыльнокаторжный,Хозяин,Холост,Писарь,315,РГБ № 1240
P004352,2-24-073-0316,304,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,335 220,РГБ № 4612
P004380,2-24-079-0344,305,Тымовский,Рыковское,TRUE,,10,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,364 221.2,РГБ № 5503
P004381,2-24-079-0345,305,Тымовский,Рыковское,TRUE,,7,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,365 222.3,РГБ № 4396
P004382,2-24-079-0346,306,Тымовский,Рыковское,TRUE,,5,Сын ссыльнокаторжной,Незаконнорожденный сын,,,223,РГБ № 5415
P004391,2-24-081-0355,306,Тымовский,Рыковское,TRUE,,8,Дочь поселенца,Дочь,,,,РГБ № 5489
P004392,2-24-081-0356,306,Тымовский,Рыковское,TRUE,,4,Дочь поселенца,Дочь,,,377,РГБ № 5367
P004393,2-24-081-0357,306,Тымовский,Рыковское,TRUE,,2,Дочь поселенца,Дочь,,,378,РГБ № 5777
P004417,2-24-086-0381,308,Тымовский,Рыковское,TRUE,,5,Сын поселки,Незаконнорожденный сын,,,406 224,РГБ № 4015
P004418,2-24-086-0382,308,Тымовский,Рыковское,TRUE,,3,Сын поселки,Незаконнорожденный сын,,,407 225,РГБ № 4510
P004458,2-24-096-0422,310,Тымовский,Рыковское,TRUE,,8,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,236,РГБ № 5492
P004459,2-24-096-0423,310,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,450 237,РГБ № 4864
P004476,2-24-100-0440,311,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,467 238,РГБ № 5678
P004483,2-24-112-0447,311,Тымовский,Рыковское,TRUE,,2,Сын поселенца,Сын,,,475,РГБ № 5606
P004484,2-24-112-0448,311,Тымовский,Рыковское,TRUE,,1,Сын поселенца,Сын,,,1,РГБ № 4775
P004488,2-24-113-0452,312,Тымовский,Рыковское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,480,РГБ № 4090
P004500,2-24-118-0464,312,Тымовский,Рыковское,TRUE,,3,Дочь поселенца,Дочь,,,493,РГБ № 5230
P004501,2-24-118-0465,312,Тымовский,Рыковское,TRUE,,2,Сын поселенца,Сын,,,494,РГБ № 5607
P004504,2-24-119-0468,312,Тымовский,Рыковское,TRUE,,4,Сын поселенца,Сын,,,498,РГБ № 5315
P004505,2-24-119-0469,312,Тымовский,Рыковское,TRUE,,2,Сын поселенца,Сын,,,499,РГБ № 5608
P004521,2-24-124-0485,313,Тымовский,Рыковское,TRUE,,5,Сын поселки,Незаконнорожденный сын,,,514 244,РГБ № 4014
P004524,2-24-125-0488,313,Тымовский,Рыковское,TRUE,,3,Дочь поселенца,Дочь,,,518,РГБ № 5236
P004525,2-24-125-0489,314,Тымовский,Рыковское,TRUE,,2,Сын поселенца,Сын,,,519,РГБ № 5609
P004527,2-24-125-0491,314,Тымовский,Рыковское,TRUE,,3,Дочь поселенца,Дочь,,,521,РГБ № 5297
P004531,2-24-128-0495,314,Тымовский,Рыковское,TRUE,,3,Сын поселки,Незаконнорожденный сын,,,524 245,РГБ № 4513
P004532,2-24-128-0496,314,Тымовский,Рыковское,TRUE,,2,Сын поселки,Незаконнорожденный сын,,,528 246,РГБ № 5682
P004566,2-24-143-0530,316,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,1,РГБ № 4776
P004574,2-24-144-0538,316,Тымовский,Рыковское,TRUE,,1,Дочь ссыльнокаторжного,Дочь,,,,РГБ № 5589
P004624,2-24-166-0588,319,Тымовский,Рыковское,TRUE,,12,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,627 253,РГБ № 4410
P004625,2-24-166-0589,319,Тымовский,Рыковское,TRUE,,9,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,628 254,РГБ № 4443
P004626,2-24-166-0590,319,Тымовский,Рыковское,TRUE,,6,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,629 255,РГБ № 4326
P004645,2-24-171-0609,320,Тымовский,Рыковское,TRUE,,4,Дочь поселки,Незаконнорожденная дочь,,,649 257,РГБ № 5391
P004661,2-24-176-0625,321,Тымовский,Рыковское,TRUE,,7,Сын ссыльнокаторжного,Сын,,,666; Иркутская губерния,РГБ № 4922
P004662,2-24-176-0626,321,Тымовский,Рыковское,TRUE,,5,Дочь ссыльнокаторжного,Дочь,,,667; Иркутская губерния,РГБ № 4001
P004663,2-24-176-0627,321,Тымовский,Рыковское,TRUE,,2,Дочь ссыльнокаторжного,Дочь,,,668,РГБ № 5771
P004692,2-24-186-0656,322,Тымовский,Рыковское,TRUE,,4,Дочь поселенца,Дочь,,,698,РГБ № 5364
P004713,2-24-194-0677,323,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжного,Сын,,,,РГБ № 4598
P004724,2-24-197-0688,324,Тымовский,Рыковское,TRUE,,3,Дочь поселенца,Дочь,,,732,РГБ № 4050
P004725,2-24-197-0689,324,Тымовский,Рыковское,TRUE,,2,Сын поселенца,Сын,,,,РГБ № 4623
P004731,2-24-199-0695,324,Тымовский,Рыковское,TRUE,,2,Дочь поселенца,Дочь,,,742,РГБ № 5769
P004732,2-24-199-0696,324,Тымовский,Рыковское,TRUE,,0,Дочь поселенца,Дочь,,,,РГБ № 4768
P004735,2-24-200-0699,324,Тымовский,Рыковское,TRUE,,4,Сын поселки,Незаконнорожденный сын,,,746 259,РГБ № 5349
P004753,2-24-204-0717,326,Тымовский,Рыковское,TRUE,,1,Сын поселенца,Сын,,,775,РГБ № 4785
P004757,2-24-205-0721,326,Тымовский,Рыковское,TRUE,,5,Сын поселки,Незаконнорожденный сын,,,779 261,РГБ № 5414
P004762,2-24-206-0726,326,Тымовский,Рыковское,TRUE,,3,Сын поселенца,Сын,,,786,РГБ № 4541
P004773,2-24-209-0737,327,Тымовский,Рыковское,TRUE,,2,,Сын,,,798,РГБ № 5610
P004798,2-24-216-0762,328,Тымовский,Рыковское,TRUE,,2,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,822 265,РГБ № 5726
P004815,2-24-222-0779,329,Тымовский,Рыковское,TRUE,,2,Дочь ссыльнокаторжного,Дочь,,,842,РГБ № 5767
P004819,2-24-223-0783,329,Тымовский,Рыковское,TRUE,,5,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,846 268,РГБ № 5456
P004820,2-24-223-0784,329,Тымовский,Рыковское,TRUE,,3,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,847 269,РГБ № 5250
P004821,2-24-223-0785,329,Тымовский,Рыковское,TRUE,,1,Сын поселенца,Сын,,,848,РГБ № 4782
P004850,2-24-230-0814,331,Тымовский,Рыковское,TRUE,,8,Дочь поселенца,Дочь,,,877,РГБ № 4465
P004851,2-24-230-0815,331,Тымовский,Рыковское,TRUE,,5,Дочь поселенца,Дочь,,,878,РГБ № 4283
P004852,2-24-230-0816,331,Тымовский,Рыковское,TRUE,,4,Сын поселенца,Сын,,,879,РГБ № 5318
P004853,2-24-230-0817,331,Тымовский,Рыковское,TRUE,,1,Сын поселенца,Сын,,,880,РГБ № 4780
P004902,2-24-244-0866,334,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,931,РГБ № 4786
P004923,2-24-249-0887,335,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,952 275,РГБ № 5683
P004924,2-24-249-0888,335,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,953 276,РГБ № 5514
P004932,2-24-252-0896,335,Тымовский,Рыковское,TRUE,,25,Сын поселенца,Жилец,Женат на Сахалине,Старший надзиратель,961,РГБ № 1642
P004968,2-24-258-0932,337,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжного,Сын,,,999,РГБ № 5613
P004969,2-24-258-0933,338,Тымовский,Рыковское,TRUE,,2,Дочь поселенца,Приемная дочь,,,1,РГБ № 5764
P004976,2-24-260-0940,338,Тымовский,Рыковское,TRUE,,8,Дочь ссыльнокаторжного,Дочь,,,1006,РГБ № 5488
P004977,2-24-260-0941,338,Тымовский,Рыковское,TRUE,,4,Сын ссыльнокаторжного,Сын,,,1007,РГБ № 5321
P004978,2-24-260-0942,338,Тымовский,Рыковское,TRUE,,55,Поселенец,Жилец,Холост,,1008,РГБ № 1672
P005014,2-24-274-0978,340,Тымовский,Рыковское,TRUE,,4,Сын поселенца,Сын,,,1045,РГБ № 5320
P005015,2-24-274-0979,340,Тымовский,Рыковское,TRUE,,2,Дочь поселенца,Дочь,,,1046,РГБ № 5763
P005020,2-24-276-0984,340,Тымовский,Рыковское,TRUE,,3,Сын поселки,Незаконнорожденный сын,,,1054 284,РГБ № 5228
P005021,2-24-276-0985,340,Тымовский,Рыковское,TRUE,,2,Дочь поселки,Незаконнорожденная дочь,,,1055 285,РГБ № 5728
P005047,2-24-283-1011,342,Тымовский,Рыковское,TRUE,,3,Дочь ссыльнокаторжного,Дочь,,,1084,РГБ № 5294
P005048,2-24-283-1012,342,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжного,Сын,,,1085,РГБ № 5614
P005080,2-24-293-1044,344,Тымовский,Рыковское,TRUE,,2,Сын ссыльнокаторжной,Незаконнорожденный сын,,,11301 292.2,РГБ № 5686
P005090,2-24-296-1054,344,Тымовский,Рыковское,TRUE,,2,Сын поселенца,Сын,,,1141,РГБ № 5616
P005096,2-24-297-1060,345,Тымовский,Рыковское,TRUE,,2,Сын поселенца,Сын,,,,РГБ № 5617
P005104,2-24-301-1068,345,Тымовский,Рыковское,TRUE,,1,Дочь ссыльнокаторжной,Незаконнорожденная дочь,,,1158 293,РГБ № 5532
P005107,2-24-301-1071,345,Тымовский,Рыковское,TRUE,,3,Сын ссыльнокаторжной,Незаконнорожденный сын,,,1162 294,РГБ № 5229
P005121,2-24-304-1085,346,Тымовский,Рыковское,TRUE,,4,Сын поселенца,Сын,,,1176,РГБ № 5319
P005124,2-24-305-1088,346,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,3,РГБ № 4787
P005129,2-24-306-1093,347,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжной,Незаконнорожденный сын,,,1187 295,РГБ № 5513
P005141,2-24-311-1105,347,Тымовский,Рыковское,TRUE,,3,Дочь поселки,Незаконнорожденная дочь,,,1200 296,РГБ № 5251
P005144,2-24-312-1108,347,Тымовский,Рыковское,TRUE,,1,Сын ссыльнокаторжного,Сын,,,1204,РГБ № 4788
P005149,2-24-314-1113,348,Тымовский,Рыковское,TRUE,,44,Ссыльнокаторжная,Хозяйка,Вдов,,1209,РГБ № 1774
P005168,2-24-320-1132,349,Тымовский,Рыковское,TRUE,,36,Ссыльнокаторжная,Сожительница,Вдов,,1228,РГБ № 1787
P005192,2-24-328-1156,350,Тымовский,Рыковское,TRUE,,5,Сын поселенца,Сын,,,1257,РГБ № 4009
P005193,2-24-328-1157,350,Тымовский,Рыковское,TRUE,,3,Дочь поселенца,Дочь,,,1258,РГБ № 4037
