person_id,source_position_id,page_number,comments_before,comments_after,reason
P000044,1-01-008-0044,29,338,,pure_numeric_comment
P000151,1-02-002-0056,36,212,,pure_numeric_comment
P000152,1-02-002-0057,37,211,,pure_numeric_comment
P000153,1-02-002-0058,37,210,,pure_numeric_comment
P000174,1-02-005-0079,38,209,,pure_numeric_comment
P000175,1-02-005-0080,38,208,,pure_numeric_comment
P000176,1-02-005-0081,38,201,,pure_numeric_comment
P000205,1-02-009-0110,39,206,,pure_numeric_comment
P000208,1-02-010-0113,40,205,,pure_numeric_comment
P000215,1-02-012-0120,40,204,,pure_numeric_comment
P000258,1-02-022-0163,43,203,,pure_numeric_comment
P000259,1-02-022-0164,43,202,,pure_numeric_comment
P000260,1-02-022-0165,43,201,,pure_numeric_comment
P000279,1-02-026-0184,44,199,,pure_numeric_comment
P000312,1-02-034-0217,46,198,,pure_numeric_comment
P000327,1-02-036-0232,47,197,,pure_numeric_comment
P000333,1-02-037-0238,47,196,,pure_numeric_comment
P000335,1-02-038-0240,47,195,,pure_numeric_comment
P000349,1-02-040-0254,48,194,,pure_numeric_comment
P000364,1-02-044-0269,49,191,,pure_numeric_comment
P000365,1-02-044-0270,49,193,,pure_numeric_comment
P000366,1-02-044-0271,49,192,,pure_numeric_comment
P000383,1-02-048-0288,50,190,,pure_numeric_comment
P000386,1-02-049-0291,50,189,,pure_numeric_comment
P000387,1-02-049-0292,50,188,,pure_numeric_comment
P000390,1-02-050-0295,50,186,,pure_numeric_comment
P000395,1-02-051-0300,51,185,,pure_numeric_comment
P000396,1-02-051-0301,51,184,,pure_numeric_comment
P000397,1-02-051-0302,51,183,,pure_numeric_comment
P000398,1-02-051-0303,51,182,,pure_numeric_comment
P000407,1-02-052-0312,51,181,,pure_numeric_comment
P000408,1-02-052-0313,51,180,,pure_numeric_comment
P000471,1-02-064-0376,55,179,,pure_numeric_comment
P000489,1-02-068-0394,56,178,,pure_numeric_comment
P000490,1-02-068-0395,56,177,,pure_numeric_comment
P000491,1-02-068-0396,56,176,,pure_numeric_comment
P000521,1-02-076-0426,58,175,,pure_numeric_comment
P000522,1-02-076-0427,58,174,,pure_numeric_comment
P000523,1-02-076-0428,58,173,,pure_numeric_comment
P000557,1-02-085-0462,61,172,,pure_numeric_comment
P000564,1-02-087-0469,61,31,,pure_numeric_comment
P000565,1-02-087-0470,61,42,,pure_numeric_comment
P000566,1-02-087-0471,61,53,,pure_numeric_comment
P000590,1-02-092-0495,63,169,,pure_numeric_comment
P000593,1-02-092-0498,63,170,,pure_numeric_comment
P000594,1-02-092-0499,63,171,,pure_numeric_comment
P000665,1-02-118-0570,67,167,,pure_numeric_comment
P000666,1-02-118-0571,67,168,,pure_numeric_comment
P000723,1-02-147-0628,71,165,,pure_numeric_comment
P000724,1-02-147-0629,71,166,,pure_numeric_comment
P000737,1-02-150-0642,72,164,,pure_numeric_comment
P000775,1-02-159-0680,74,163,,pure_numeric_comment
P000781,1-02-160-0686,74,162,,pure_numeric_comment
P000806,1-02-165-0711,76,189,,pure_numeric_comment
P000807,1-02-165-0712,76,168,,pure_numeric_comment
P000871,1-02-178-0776,80,158,,pure_numeric_comment
P000907,1-02-186-0812,82,155,,pure_numeric_comment
P000908,1-02-186-0813,82,156,,pure_numeric_comment
P000920,1-02-189-0825,83,154,,pure_numeric_comment
P000921,1-02-189-0826,83,153,,pure_numeric_comment
P000928,1-02-191-0833,84,150,,pure_numeric_comment
P000930,1-02-191-0835,84,151,,pure_numeric_comment
P000931,1-02-191-0836,84,152,,pure_numeric_comment
P000995,1-02-201-0900,88,149,,pure_numeric_comment
P001005,1-02-204-0910,88,148,,pure_numeric_comment
P001021,1-02-208-0926,89,147,,pure_numeric_comment
P001026,1-02-209-0931,90,146,,pure_numeric_comment
P001029,1-02-210-0934,90,145,,pure_numeric_comment
P001091,1-02-224-0996,93,143,,pure_numeric_comment
P001092,1-02-224-0997,93,144,,pure_numeric_comment
P001093,1-02-224-0998,93,5,,pure_numeric_comment
P001129,1-02-229-1034,96,141,,pure_numeric_comment
P001146,1-02-231-1051,97,140,,pure_numeric_comment
P001190,1-02-240-1095,99,139,,pure_numeric_comment
P001207,1-02-244-1112,100,137,,pure_numeric_comment
P001279,1-02-266-1184,105,136,,pure_numeric_comment
P001345,1-02-284-1250,109,135,,pure_numeric_comment
P001350,1-02-291-1255,109,2,,pure_numeric_comment
P001373,1-02-301-1278,111,134,,pure_numeric_comment
P001374,1-02-301-1279,111,133,,pure_numeric_comment
P001378,1-02-302-1283,111,131,,pure_numeric_comment
P001379,1-02-302-1284,111,2,,pure_numeric_comment
P001380,1-02-302-1285,111,129,,pure_numeric_comment
P001381,1-02-302-1286,111,128,,pure_numeric_comment
P001400,1-02-307-1305,112,127,,pure_numeric_comment
P001458,1-03-005-0025,116,504,,pure_numeric_comment
P001478,1-03-012-0045,117,502,,pure_numeric_comment
P001479,1-03-012-0046,117,501,,pure_numeric_comment
P001480,1-03-012-0047,117,500,,pure_numeric_comment
P001498,1-03-015-0065,118,497,,pure_numeric_comment
P001499,1-03-015-0066,118,496,,pure_numeric_comment
P001500,1-03-015-0067,118,495,,pure_numeric_comment
P001517,1-03-022-0084,119,494,,pure_numeric_comment
P001535,1-03-027-0102,120,493,,pure_numeric_comment
P001536,1-03-027-0103,120,492,,pure_numeric_comment
P001537,1-03-027-0104,121,491,,pure_numeric_comment
P001544,1-03-028-0111,121,490,,pure_numeric_comment
P001567,1-03-033-0134,123,489,,pure_numeric_comment
P001624,1-03-044-0191,126,488,,pure_numeric_comment
P001639,1-03-047-0206,127,487,,pure_numeric_comment
P001640,1-03-047-0207,127,486,,pure_numeric_comment
P001641,1-03-047-0208,127,485,,pure_numeric_comment
P001642,1-03-047-0209,127,484,,pure_numeric_comment
P001657,1-03-049-0224,128,483,,pure_numeric_comment
P001670,1-03-052-0237,129,482,,pure_numeric_comment
P001731,1-04-008-0038,133,432,,pure_numeric_comment
P001732,1-04-008-0039,133,433,,pure_numeric_comment
P001733,1-04-008-0040,133,434,,pure_numeric_comment
P001780,1-04-024-0087,136,435,,pure_numeric_comment
P001781,1-04-024-0088,136,436,,pure_numeric_comment
P001827,1-04-039-0134,139,437,,pure_numeric_comment
P001828,1-04-039-0135,139,438,,pure_numeric_comment
P001874,1-04-058-0181,142,387,,pure_numeric_comment
P001888,1-04-061-0195,143,1,,pure_numeric_comment
P001889,1-04-061-0196,143,389,,pure_numeric_comment
P001894,1-04-063-0201,143,390,,pure_numeric_comment
P001895,1-04-063-0202,143,391,,pure_numeric_comment
P001901,1-04-065-0208,144,392,,pure_numeric_comment
P001902,1-04-065-0209,144,393,,pure_numeric_comment
P001903,1-04-065-0210,144,394,,pure_numeric_comment
P001904,1-04-065-0211,144,395,,pure_numeric_comment
P001925,1-04-071-0232,145,396,,pure_numeric_comment
P001926,1-04-071-0233,145,397,,pure_numeric_comment
P001938,1-04-076-0245,146,398,,pure_numeric_comment
P001958,1-04-082-0265,147,399,,pure_numeric_comment
P001968,1-04-085-0275,147,400,,pure_numeric_comment
P001969,1-04-085-0276,147,401,,pure_numeric_comment
P001970,1-04-085-0277,147,402,,pure_numeric_comment
P001971,1-04-085-0278,148,403,,pure_numeric_comment
P001982,1-04-087-0289,148,404,,pure_numeric_comment
P001993,1-04-091-0300,149,405,,pure_numeric_comment
P001994,1-04-091-0301,149,406,,pure_numeric_comment
P001995,1-04-091-0302,149,407,,pure_numeric_comment
P002032,1-04-105-0339,151,488,,pure_numeric_comment
P002035,1-04-106-0342,151,409,,pure_numeric_comment
P002036,1-04-106-0343,151,410,,pure_numeric_comment
P002037,1-04-106-0344,151,411,,pure_numeric_comment
P002053,1-04-111-0360,152,412,,pure_numeric_comment
P002054,1-04-111-0361,153,413,,pure_numeric_comment
P002084,1-04-121-0391,154,414,,pure_numeric_comment
P002125,1-04-000-0432,157,415,,pure_numeric_comment
P002126,1-04-000-0433,157,416,,pure_numeric_comment
P002127,1-04-000-0434,157,417,,pure_numeric_comment
P002128,1-04-000-0435,157,418,,pure_numeric_comment
P002140,1-05-001-0001,158,8,,pure_numeric_comment
P002141,1-05-002-0002,158,9,,pure_numeric_comment
P002142,1-05-003-0003,158,10,,pure_numeric_comment
P002143,1-05-004-0004,158,11,,pure_numeric_comment
P002145,1-05-005-0006,158,1,,pure_numeric_comment
P002147,1-05-006-0008,158,15,,pure_numeric_comment
P002148,1-05-007-0009,158,16,,pure_numeric_comment
P002149,1-05-007-0010,159,17,,pure_numeric_comment
P002150,1-05-008-0011,159,18,,pure_numeric_comment
P002151,1-05-009-0012,159,19,,pure_numeric_comment
P002152,1-05-009-0013,159,20,,pure_numeric_comment
P002153,1-05-010-0014,159,21,,pure_numeric_comment
P002154,1-05-011-0015,159,22,,pure_numeric_comment
P002155,1-05-011-0016,159,23,,pure_numeric_comment
P002156,1-05-012-0017,159,24,,pure_numeric_comment
P002157,1-05-012-0018,159,25,,pure_numeric_comment
P002158,1-05-013-0019,159,26,,pure_numeric_comment
P002159,1-05-013-0020,159,27,,pure_numeric_comment
P002160,1-05-014-0021,159,28,,pure_numeric_comment
P002161,1-05-015-0022,159,29,,pure_numeric_comment
P002162,1-05-016-0023,159,30,,pure_numeric_comment
P002163,1-05-017-0024,159,31,,pure_numeric_comment
P002164,1-05-017-0025,159,32,,pure_numeric_comment
P002165,1-05-018-0026,160,33,,pure_numeric_comment
P002166,1-05-019-0027,160,34,,pure_numeric_comment
P002167,1-05-019-0028,160,35,,pure_numeric_comment
P002168,1-05-020-0029,160,36,,pure_numeric_comment
P002169,1-05-020-0030,160,37,,pure_numeric_comment
P002170,1-05-021-0031,160,38,,pure_numeric_comment
P002171,1-05-022-0032,160,39,,pure_numeric_comment
P002172,1-05-023-0033,160,40,,pure_numeric_comment
P002173,1-05-024-0034,160,41,,pure_numeric_comment
P002174,1-05-025-0035,160,42,,pure_numeric_comment
P002175,1-05-026-0036,160,43,,pure_numeric_comment
P002176,1-05-026-0037,160,44,,pure_numeric_comment
P002177,1-05-026-0038,160,45,,pure_numeric_comment
P002178,1-05-027-0039,160,46,,pure_numeric_comment
P002179,1-05-028-0040,160,47,,pure_numeric_comment
P002180,1-05-029-0041,161,48,,pure_numeric_comment
P002181,1-05-030-0042,161,49,,pure_numeric_comment
P002182,1-05-030-0043,161,50,,pure_numeric_comment
P002184,1-05-031-0045,161,52,,pure_numeric_comment
P002186,1-05-031-0047,161,53,,pure_numeric_comment
P002187,1-05-032-0048,161,55,,pure_numeric_comment
P002188,1-05-033-0049,161,56,,pure_numeric_comment
P002189,1-05-033-0050,161,57,,pure_numeric_comment
P002190,1-05-034-0051,161,58,,pure_numeric_comment
P002191,1-05-034-0052,161,59,,pure_numeric_comment
P002194,1-05-035-0055,161,62,,pure_numeric_comment
P002195,1-05-035-0056,161,63,,pure_numeric_comment
P002197,1-05-036-0058,162,65,,pure_numeric_comment
P002198,1-05-037-0059,162,66,,pure_numeric_comment
P002199,1-05-038-0060,162,67,,pure_numeric_comment
P002200,1-05-039-0061,162,68,,pure_numeric_comment
P002201,1-05-039-0062,162,69,,pure_numeric_comment
P002202,1-05-040-0063,162,70,,pure_numeric_comment
P002203,1-05-041-0064,162,71,,pure_numeric_comment
P002204,1-05-041-0065,162,72,,pure_numeric_comment
P002205,1-05-042-0066,162,73,,pure_numeric_comment
P002206,1-05-042-0067,162,74,,pure_numeric_comment
P002207,1-05-043-0068,162,75,,pure_numeric_comment
P002208,1-05-044-0069,162,76,,pure_numeric_comment
P002209,1-05-044-0070,162,77,,pure_numeric_comment
P002211,1-05-045-0072,162,79,,pure_numeric_comment
P002212,1-05-046-0073,162,80,,pure_numeric_comment
P002213,1-05-047-0074,162,81,,pure_numeric_comment
P002214,1-05-047-0075,162,82,,pure_numeric_comment
P002216,1-05-048-0077,163,84,,pure_numeric_comment
P002217,1-05-049-0078,163,85,,pure_numeric_comment
P002218,1-05-049-0079,163,86,,pure_numeric_comment
P002221,1-05-050-0082,163,89,,pure_numeric_comment
P002222,1-05-050-0083,163,90,,pure_numeric_comment
P002223,1-05-000-0084,163,1,,pure_numeric_comment
P002226,1-05-000-0087,163,2,,pure_numeric_comment
P002230,1-06-001-0001,164,1,,pure_numeric_comment
P002231,1-06-002-0002,164,2,,pure_numeric_comment
P002232,1-06-003-0003,164,3,,pure_numeric_comment
P002233,1-06-004-0004,164,4,,pure_numeric_comment
P002234,1-06-005-0005,164,5,,pure_numeric_comment
P002235,1-06-005-0006,164,6,,pure_numeric_comment
P002236,1-06-005-0007,164,7,,pure_numeric_comment
P002237,1-06-006-0008,164,11,,pure_numeric_comment
P002238,1-06-007-0009,164,12,,pure_numeric_comment
P002239,1-06-007-0010,164,13,,pure_numeric_comment
P002240,1-06-007-0011,164,16,,pure_numeric_comment
P002241,1-06-007-0012,164,17,,pure_numeric_comment
P002242,1-06-008-0013,164,18,,pure_numeric_comment
P002244,1-06-015-0015,164,27,,pure_numeric_comment
P002245,1-06-016-0016,164,28,,pure_numeric_comment
P002246,1-06-017-0017,164,29,,pure_numeric_comment
P002247,1-06-018-0018,164,30,,pure_numeric_comment
P002248,1-06-019-0019,165,31,,pure_numeric_comment
P002249,1-06-020-0020,165,32,,pure_numeric_comment
P002250,1-06-020-0021,165,33,,pure_numeric_comment
P002252,1-06-021-0023,165,35,,pure_numeric_comment
P002253,1-06-021-0024,165,3,,pure_numeric_comment
P002261,1-08-001-0004,166,4,,pure_numeric_comment
P002262,1-08-001-0005,166,6,,pure_numeric_comment
P002284,1-08-007-0027,167,17,,pure_numeric_comment
P002285,1-08-007-0028,167,427,,pure_numeric_comment
P002295,1-08-011-0038,168,428,,pure_numeric_comment
P002296,1-08-011-0039,168,429,,pure_numeric_comment
P002297,1-08-011-0040,168,430,,pure_numeric_comment
P002298,1-08-011-0041,168,431,,pure_numeric_comment
P002342,1-08-023-0085,171,16,,pure_numeric_comment
P002343,1-08-023-0086,171,383,,pure_numeric_comment
P002344,1-08-023-0087,172,3,,pure_numeric_comment
P002442,1-09-051-0081,178,385,,pure_numeric_comment
P002443,1-09-051-0082,178,386,,pure_numeric_comment
P002461,1-11-054-0003,179,419,,pure_numeric_comment
P002489,1-11-062-0031,181,6,,pure_numeric_comment
P002490,1-11-062-0032,181,7,,pure_numeric_comment
P002491,1-11-062-0033,181,9,,pure_numeric_comment
P002513,1-12-007-0020,182,352,,pure_numeric_comment
P002557,1-14-025-0014,184,353,,pure_numeric_comment
P002567,1-14-030-0024,185,354,,pure_numeric_comment
P002568,1-14-030-0025,185,355,,pure_numeric_comment
P002569,1-14-030-0026,185,356,,pure_numeric_comment
P002591,1-16-041-0011,186,4,,pure_numeric_comment
P002604,1-17-048-0007,186,12,,pure_numeric_comment
P002616,1-18-002-0006,187,358,,pure_numeric_comment
P002626,1-18-004-0016,188,359,,pure_numeric_comment
P002633,1-18-006-0023,188,360,,pure_numeric_comment
P002634,1-18-006-0024,188,361,,pure_numeric_comment
P002652,1-18-011-0042,189,362,,pure_numeric_comment
P002659,1-18-012-0049,190,363,,pure_numeric_comment
P002660,1-18-012-0050,190,364,,pure_numeric_comment
P002662,1-18-012-0052,190,365,,pure_numeric_comment
P002709,1-18-026-0099,193,366,,pure_numeric_comment
P002722,1-18-030-0112,194,367,,pure_numeric_comment
P002723,1-18-030-0113,194,368,,pure_numeric_comment
P002734,1-18-032-0124,194,369,,pure_numeric_comment
P002740,1-18-034-0130,195,370,,pure_numeric_comment
P002880,1-18-000-0270,203,357,,pure_numeric_comment
P002887,2-19-002-0003,223,3,,pure_numeric_comment
P002888,2-19-002-0004,223,4,,pure_numeric_comment
P002889,2-19-003-0005,223,5,,pure_numeric_comment
P002890,2-19-003-0006,223,6,,pure_numeric_comment
P002891,2-19-004-0007,223,7,,pure_numeric_comment
P002892,2-19-004-0008,223,8,,pure_numeric_comment
P002893,2-19-005-0009,223,9,,pure_numeric_comment
P002894,2-19-005-0010,223,10,,pure_numeric_comment
P002895,2-19-006-0011,223,11,,pure_numeric_comment
P002896,2-19-006-0012,223,12,,pure_numeric_comment
P002897,2-19-006-0013,223,13,,pure_numeric_comment
P002898,2-19-007-0014,224,14,,pure_numeric_comment
P002899,2-19-009-0015,224,15,,pure_numeric_comment
P002900,2-19-009-0016,224,16,,pure_numeric_comment
P002901,2-19-010-0017,224,17,,pure_numeric_comment
P002902,2-19-010-0018,224,18,,pure_numeric_comment
P002903,2-19-010-0019,224,19,,pure_numeric_comment
P002904,2-19-010-0020,224,1,,pure_numeric_comment
P002905,2-19-010-0021,224,21,,pure_numeric_comment
P002906,2-19-010-0022,224,22,,pure_numeric_comment
P002907,2-19-011-0023,224,23,,pure_numeric_comment
P002908,2-19-011-0024,224,24,,pure_numeric_comment
P002910,2-19-011-0026,224,2,,pure_numeric_comment
P002911,2-19-011-0027,224,27,,pure_numeric_comment
P002913,2-19-012-0029,224,29,,pure_numeric_comment
P002914,2-19-012-0030,225,30,,pure_numeric_comment
P002917,2-19-012-0033,225,32,,pure_numeric_comment
P002918,2-19-013-0034,225,35,,pure_numeric_comment
P002920,2-19-013-0036,225,37,,pure_numeric_comment
P002921,2-19-014-0037,225,38,,pure_numeric_comment
P002924,2-19-016-0040,225,41,,pure_numeric_comment
P002925,2-19-016-0041,225,42,,pure_numeric_comment
P002926,2-19-016-0042,225,43,,pure_numeric_comment
P002927,2-19-016-0043,225,44,,pure_numeric_comment
P002928,2-19-017-0044,225,45,,pure_numeric_comment
P002929,2-19-017-0045,225,46,,pure_numeric_comment
P002930,2-19-018-0046,225,47,,pure_numeric_comment
P002931,2-19-018-0047,226,48,,pure_numeric_comment
P002932,2-19-019-0048,226,51,,pure_numeric_comment
P002933,2-19-019-0049,226,52,,pure_numeric_comment
P002934,2-19-020-0050,226,53,,pure_numeric_comment
P002935,2-19-020-0051,226,54,,pure_numeric_comment
P002936,2-19-020-0052,226,55,,pure_numeric_comment
P002937,2-19-020-0053,226,56,,pure_numeric_comment
P002938,2-19-021-0054,226,57,,pure_numeric_comment
P002939,2-19-021-0055,226,58,,pure_numeric_comment
P002940,2-19-022-0056,226,59,,pure_numeric_comment
P002941,2-19-022-0057,226,60,,pure_numeric_comment
P002942,2-19-022-0058,226,61,,pure_numeric_comment
P002943,2-19-023-0059,226,62,,pure_numeric_comment
P002944,2-19-023-0060,226,63,,pure_numeric_comment
P002946,2-19-024-0062,226,65,,pure_numeric_comment
P002948,2-19-025-0064,226,67,,pure_numeric_comment
P002949,2-19-026-0065,227,68,,pure_numeric_comment
P002950,2-19-026-0066,227,69,,pure_numeric_comment
P002951,2-19-027-0067,227,70,,pure_numeric_comment
P002952,2-19-027-0068,227,71,,pure_numeric_comment
P002953,2-19-027-0069,227,72,,pure_numeric_comment
P002954,2-19-027-0070,227,73,,pure_numeric_comment
P002955,2-19-028-0071,227,74,,pure_numeric_comment
P002956,2-19-028-0072,227,75,,pure_numeric_comment
P002957,2-19-029-0073,227,76,,pure_numeric_comment
P002959,2-19-030-0075,227,78,,pure_numeric_comment
P002960,2-19-030-0076,227,79,,pure_numeric_comment
P002961,2-19-031-0077,227,80,,pure_numeric_comment
P002962,2-19-031-0078,227,81,,pure_numeric_comment
P002963,2-19-032-0079,227,82,,pure_numeric_comment
P002964,2-19-032-0080,227,83,,pure_numeric_comment
P002965,2-19-033-0081,227,84,,pure_numeric_comment
P002966,2-19-033-0082,227,85,,pure_numeric_comment
P002968,2-19-034-0084,228,87,,pure_numeric_comment
P002969,2-19-034-0085,228,88,,pure_numeric_comment
P002972,2-19-036-0088,228,91,,pure_numeric_comment
P002973,2-19-036-0089,228,92,,pure_numeric_comment
P002975,2-19-037-0091,228,94,,pure_numeric_comment
P002976,2-19-037-0092,228,95,,pure_numeric_comment
P002977,2-19-038-0093,228,96,,pure_numeric_comment
P002978,2-19-038-0094,228,97,,pure_numeric_comment
P002979,2-19-038-0095,228,98,,pure_numeric_comment
P002981,2-19-039-0097,228,100,,pure_numeric_comment
P002982,2-19-040-0098,228,101,,pure_numeric_comment
P002983,2-19-041-0099,228,102,,pure_numeric_comment
P002985,2-19-042-0101,229,104,,pure_numeric_comment
P002986,2-19-042-0102,229,1,,pure_numeric_comment
P002988,2-19-044-0104,229,107,,pure_numeric_comment
P002990,2-19-045-0106,229,109,,pure_numeric_comment
P002991,2-19-045-0107,229,110,,pure_numeric_comment
P002992,2-19-046-0108,229,111,,pure_numeric_comment
P002993,2-19-046-0109,229,112,,pure_numeric_comment
P002994,2-19-046-0110,229,113,,pure_numeric_comment
P002997,2-19-048-0113,229,116,,pure_numeric_comment
P002998,2-19-048-0114,229,117,,pure_numeric_comment
P002999,2-19-049-0115,229,118,,pure_numeric_comment
P003000,2-19-049-0116,229,119,,pure_numeric_comment
P003001,2-19-049-0117,230,120,,pure_numeric_comment
P003002,2-19-050-0118,230,121,,pure_numeric_comment
P003003,2-19-051-0119,230,122,,pure_numeric_comment
P003004,2-19-051-0120,230,123,,pure_numeric_comment
P003008,2-19-052-0124,230,127,,pure_numeric_comment
P003009,2-19-052-0125,230,128,,pure_numeric_comment
P003010,2-19-053-0126,230,129,,pure_numeric_comment
P003011,2-19-053-0127,230,130,,pure_numeric_comment
P003013,2-19-054-0129,230,132,,pure_numeric_comment
P003015,2-19-055-0131,230,134,,pure_numeric_comment
P003016,2-19-055-0132,230,135,,pure_numeric_comment
P003017,2-19-056-0133,230,136,,pure_numeric_comment
P003018,2-19-056-0134,230,137,,pure_numeric_comment
P003020,2-19-057-0136,231,139,,pure_numeric_comment
P003021,2-19-057-0137,231,140,,pure_numeric_comment
P003023,2-19-057-0139,231,142,,pure_numeric_comment
P003024,2-19-058-0140,231,143,,pure_numeric_comment
P003026,2-19-059-0142,231,145,,pure_numeric_comment
P003027,2-19-060-0143,231,146,,pure_numeric_comment
P003028,2-19-060-0144,231,147,,pure_numeric_comment
P003029,2-19-061-0145,231,148,,pure_numeric_comment
P003030,2-19-062-0146,231,149,,pure_numeric_comment
P003031,2-19-062-0147,231,1,,pure_numeric_comment
P003032,2-19-062-0148,231,151,,pure_numeric_comment
P003033,2-19-063-0149,231,2,,pure_numeric_comment
P003034,2-19-063-0150,231,3,,pure_numeric_comment
P003036,2-19-064-0152,232,1,,pure_numeric_comment
P003037,2-19-064-0153,232,2,,pure_numeric_comment
P003038,2-19-065-0154,232,3,,pure_numeric_comment
P003039,2-19-066-0155,232,4,,pure_numeric_comment
P003040,2-19-067-0156,232,5,,pure_numeric_comment
P003041,2-19-067-0157,232,6,,pure_numeric_comment
P003042,2-19-068-0158,232,7,,pure_numeric_comment
P003043,2-19-069-0159,232,8,,pure_numeric_comment
P003044,2-19-070-0160,232,163,,pure_numeric_comment
P003047,2-19-071-0163,232,11,,pure_numeric_comment
P003049,2-19-072-0165,232,13,,pure_numeric_comment
P003050,2-19-073-0166,232,14,,pure_numeric_comment
P003051,2-19-073-0167,233,170,,pure_numeric_comment
P003052,2-19-074-0168,233,171,,pure_numeric_comment
P003053,2-19-074-0169,233,172,,pure_numeric_comment
P003054,2-19-075-0170,233,173,,pure_numeric_comment
P003055,2-19-075-0171,233,174,,pure_numeric_comment
P003056,2-19-076-0172,233,175,,pure_numeric_comment
P003057,2-19-076-0173,233,176,,pure_numeric_comment
P003060,2-20-001-0001,233,1,,pure_numeric_comment
P003061,2-20-002-0002,233,2,,pure_numeric_comment
P003062,2-20-002-0003,233,3,,pure_numeric_comment
P003066,2-20-004-0007,233,7,,pure_numeric_comment
P003067,2-20-004-0008,234,8,,pure_numeric_comment
P003069,2-20-005-0010,234,10,,pure_numeric_comment
P003070,2-20-005-0011,234,11,,pure_numeric_comment
P003072,2-20-006-0013,234,14,,pure_numeric_comment
P003073,2-20-007-0014,234,15,,pure_numeric_comment
P003074,2-20-007-0015,234,16,,pure_numeric_comment
P003075,2-20-008-0016,234,17,,pure_numeric_comment
P003077,2-20-009-0018,234,19,,pure_numeric_comment
P003079,2-20-010-0020,234,21,,pure_numeric_comment
P003080,2-20-010-0021,234,22,,pure_numeric_comment
P003082,2-20-011-0023,234,24,,pure_numeric_comment
P003083,2-20-012-0024,234,25,,pure_numeric_comment
P003084,2-20-012-0025,234,26,,pure_numeric_comment
P003085,2-20-013-0026,235,27,,pure_numeric_comment
P003087,2-20-014-0028,235,29,,pure_numeric_comment
P003088,2-20-014-0029,235,30,,pure_numeric_comment
P003090,2-20-014-0031,235,32,,pure_numeric_comment
P003091,2-20-015-0032,235,33,,pure_numeric_comment
P003092,2-20-015-0033,235,34,,pure_numeric_comment
P003094,2-20-016-0035,235,36,,pure_numeric_comment
P003095,2-20-017-0036,235,37,,pure_numeric_comment
P003096,2-20-017-0037,235,38,,pure_numeric_comment
P003098,2-20-018-0039,235,40,,pure_numeric_comment
P003099,2-20-019-0040,235,41,,pure_numeric_comment
P003100,2-20-019-0041,235,42,,pure_numeric_comment
P003102,2-20-020-0043,235,44,,pure_numeric_comment
P003103,2-20-021-0044,236,45,,pure_numeric_comment
P003104,2-20-022-0045,236,46,,pure_numeric_comment
P003105,2-20-022-0046,236,47,,pure_numeric_comment
P003107,2-20-023-0048,236,49,,pure_numeric_comment
P003108,2-20-023-0049,236,50,,pure_numeric_comment
P003109,2-20-024-0050,236,51,,pure_numeric_comment
P003110,2-20-024-0051,236,52,,pure_numeric_comment
P003113,2-20-025-0054,236,55,,pure_numeric_comment
P003114,2-20-025-0055,236,56,,pure_numeric_comment
P003117,2-20-026-0058,236,59,,pure_numeric_comment
P003118,2-20-026-0059,236,60,,pure_numeric_comment
P003120,2-20-028-0061,236,62,,pure_numeric_comment
P003121,2-20-028-0062,236,63,,pure_numeric_comment
P003125,2-20-029-0066,237,67,,pure_numeric_comment
P003126,2-20-030-0067,237,68,,pure_numeric_comment
P003127,2-20-030-0068,237,69,,pure_numeric_comment
P003128,2-20-032-0069,237,70,,pure_numeric_comment
P003129,2-20-032-0070,237,71,,pure_numeric_comment
P003132,2-20-034-0073,237,3,,pure_numeric_comment
P003133,2-20-034-0074,237,4,,pure_numeric_comment
P003134,2-20-035-0075,237,5,,pure_numeric_comment
P003135,2-20-035-0076,237,78,,pure_numeric_comment
P003136,2-20-036-0077,237,79,,pure_numeric_comment
